City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,verkh-tula,54.8839,82.7762,-25.7,76,85,2.0,RU,1676500168
279,zeya,53.75,127.2667,-27.4,100,99,1.26,RU,1676500169
280,laguna,38.421,-121.4238,15.42,28,0,6.69,US,1676500169
281,hambantota,6.1241,81.1185,21.44,81,6,6.08,LK,1676500170
282,codrington,-38.2667,141.9667,24.24,35,100,3.35,AU,1676500171
283,waipawa,-41.4122,175.5153,13.7,95,100,7.06,NZ,1676500171
284,ayagoz,47.9714,80.4392,-19.08,100,97,1.45,KZ,1676500172
285,kailahun,8.2833,-10.5667,24.19,79,51,1.51,SL,1676500172
286,praia da vitoria,38.7333,-27.0667,15.42,72,75,5.19,PT,1676500173
287,mapimi,25.8167,-103.85,25.99,4,0,3.21,MX,1676500173
288,micheweni,-4.9667,39.8333,26.37,79,83,3.71,TZ,1676500174
289,lakes entrance,-37.8811,147.981,25.65,52,53,1.99,AU,1676500174
290,ossora,59.2353,163.0719,-13.61,67,100,7.83,RU,1676500175
291,termoli,41.9888,14.9895,11.54,71,0,2.28,IT,1676500175
292,kroya,-7.6331,109.2461,24.37,86,100,1.68,ID,1676500176
293,kaitangata,-46.2817,169.8464,15.87,72,81,2.86,NZ,1676500176
294,beringovskiy,63.05,179.3167,-29.1,99,100,5.92,RU,1676500177
295,port hedland,-20.3167,118.5667,29.03,51,50,2.06,AU,1676500177
296,charters towers,-20.1,146.2667,22.48,69,100,5.34,AU,1676500178
297,yavaros,26.7,-109.5167,19.12,54,36,4.18,MX,1676500178
298,tilichiki,60.4667,166.1,-23.83,81,100,5.34,RU,1676500179
299,vila,42.0304,-8.1588,6.49,73,73,1.21,PT,1676500179
300,boulder,40.0833,-105.3505,-9.99,78,100,3.6,US,1676500020
301,mareeba,-17.0,145.4333,23.4,96,100,2.12,AU,1676500180
302,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.67,50,40,10.0,RU,1676500180
303,khanpur,28.6453,70.6567,20.69,21,12,3.2,PK,1676500181
304,orlik,52.5178,99.825,-30.02,97,59,1.18,RU,1676500182
305,ciudad bolivar,8.1222,-63.5497,30.04,53,90,7.13,VE,1676500182
306,rio grande,-32.035,-52.0986,25.06,67,33,5.76,BR,1676499947
307,stykkisholmur,65.0757,-22.7297,0.43,78,84,4.85,IS,1676500183
308,pindi gheb,33.2402,72.2661,15.44,45,32,2.04,PK,1676500183
309,vaitape,-16.5167,-151.75,27.72,73,13,5.02,PF,1676500184
310,aneho,6.2333,1.6,29.11,81,46,4.13,TG,1676500184
311,saint-louis,16.3333,-15.0,26.73,22,71,4.95,SN,1676500185
312,hailun,47.45,126.9333,-20.28,93,100,3.29,CN,1676500185
313,yeniseysk,58.4497,92.1703,-29.89,100,100,0.29,RU,1676500186
314,san javier,37.8063,-0.8374,13.84,77,20,5.66,ES,1676500186
315,beian,63.6559,9.5683,6.05,70,0,8.23,NO,1676500187
316,ugoofaaru,5.6667,73.0,26.52,66,80,4.83,MV,1676500187
317,cap malheureux,-19.9842,57.6142,23.59,76,7,4.49,MU,1676500188
318,adrar,20.5022,-10.0711,23.35,17,96,5.05,MR,1676500188
319,kavieng,-2.5744,150.7967,27.82,76,100,2.36,PG,1676500189
320,haines junction,60.7522,-137.5108,-6.03,79,100,0.51,CA,1676500190
321,iqaluit,63.7506,-68.5145,-29.06,68,20,4.92,CA,1676500190
322,mayor pablo lagerenza,-19.9309,-60.7718,30.83,55,100,2.79,PY,1676500191
323,nusaybin,37.0778,41.2178,1.08,54,1,3.33,TR,1676500191
324,dzaoudzi,-12.7887,45.2699,26.94,78,0,2.06,YT,1676500191
325,colquechaca,-18.6667,-66.0167,3.68,79,100,4.05,BO,1676500192
326,bambanglipuro,-7.95,110.2833,24.49,90,100,3.07,ID,1676500192
327,lompoc,34.6391,-120.4579,16.55,48,0,4.63,US,1676500126
328,namatanai,-3.6667,152.4333,28.26,72,93,2.91,PG,1676500193
329,dauphin,51.1494,-100.0502,-15.92,72,100,3.6,CA,1676500194
330,ponta do sol,32.6667,-17.1,15.4,65,73,5.59,PT,1676500194
331,kasempa,-13.4584,25.8338,17.22,96,100,2.43,ZM,1676500195
332,tura,25.5198,90.2201,14.49,39,3,1.3,IN,1676500195
333,dwarka,22.2394,68.9678,21.65,72,1,4.13,IN,1676500196
334,ginir,7.1333,40.7,15.08,26,40,2.48,ET,1676500196
335,bathsheba,13.2167,-59.5167,26.34,73,40,7.72,BB,1676500197
336,batagay-alyta,67.8006,130.4114,-37.32,86,30,1.8,RU,1676500197
337,bastia,42.6667,9.3333,10.17,85,20,2.06,FR,1676500198
338,vallenar,-28.5708,-70.7581,26.42,42,0,3.5,CL,1676500198
339,novikovo,51.1537,37.8879,-9.51,97,75,2.66,RU,1676500199
340,constitucion,-35.3333,-72.4167,19.63,64,6,8.89,CL,1676500200
341,limerick,52.6647,-8.6231,11.16,96,100,6.42,IE,1676500200
342,partenit,44.578,34.3446,-0.15,73,43,3.98,UA,1676500201
343,odweyne,9.4092,45.064,18.79,61,7,3.2,SO,1676500201
344,hasaki,35.7333,140.8333,-0.99,56,39,8.5,JP,1676500203
345,paamiut,61.994,-49.6678,-6.42,73,100,7.52,GL,1676500204
346,chapayevka,47.4711,36.3451,-4.25,96,96,3.61,UA,1676500205
347,uusikaupunki,60.8004,21.4084,0.75,92,100,5.8,FI,1676500206
348,dingle,10.9995,122.6711,23.61,89,92,5.91,PH,1676500207
349,vardo,70.3705,31.1107,-0.01,80,20,7.2,NO,1676500208
350,saint-gilles,43.6766,4.4302,6.08,93,99,0.51,FR,1676500209
351,abapo,-18.8333,-63.4667,19.82,93,99,1.05,BO,1676500209
352,ayan,56.45,138.1667,-23.46,81,7,4.4,RU,1676500211
353,follonica,42.9263,10.7616,12.16,83,3,1.59,IT,1676500212
354,shwebo,22.5667,95.7,18.34,29,0,2.04,MM,1676500213
355,kainantu,-6.2887,145.8655,17.23,94,100,0.49,PG,1676500213
356,chimbote,-9.0853,-78.5783,24.76,74,100,3.47,PE,1676500214
357,port blair,11.6667,92.75,24.68,78,1,4.27,IN,1676500215
358,severo-yeniseyskiy,60.3725,93.0408,-27.52,100,100,1.68,RU,1676500216
359,talnakh,69.4865,88.3972,-16.55,96,100,5.59,RU,1676500217
360,tonj,7.2737,28.6822,26.05,23,66,3.97,SS,1676500218
361,port-de-bouc,43.4,4.9833,6.12,87,0,1.54,FR,1676500219
362,lyman,48.9884,37.8023,-7.37,96,88,3.19,UA,1676500219
363,bereznik,62.8551,42.7072,-22.15,100,99,0.99,RU,1676500221
364,bilma,18.6853,12.9164,16.07,26,6,2.38,NE,1676500222
365,ifakara,-8.1333,36.6833,21.96,93,17,1.11,TZ,1676500222
366,fortuna,40.5982,-124.1573,12.74,57,0,5.66,US,1676500223
367,karatau,43.1667,70.4667,-1.81,97,100,2.43,KZ,1676500224
368,cayenne,4.9333,-52.3333,27.02,83,100,3.6,GF,1676500212
369,oranjemund,-28.55,16.4333,18.26,86,57,6.94,NA,1676500225
370,blairmore,49.6,-114.4353,0.1,40,66,5.66,CA,1676500226
371,majene,-3.5403,118.9707,25.75,80,100,2.46,ID,1676500227
372,omsukchan,62.5333,155.8,-30.64,97,100,2.94,RU,1676500228
373,naron,43.5167,-8.1528,12.04,80,73,1.16,ES,1676500229
374,zhanaozen,43.3,52.8,1.57,86,100,4.69,KZ,1676500230
375,gayny,60.3071,54.3241,-18.4,100,98,1.07,RU,1676500231
376,bulnes,-36.7423,-72.2985,28.42,21,0,6.13,CL,1676500074
377,cacoal,-11.4386,-61.4472,25.35,92,79,2.08,BR,1676500232
378,preeceville,51.95,-102.6677,-15.85,86,92,3.81,CA,1676500233
379,umm kaddadah,13.6017,26.6876,15.25,20,0,9.75,SD,1676500233
380,cherskiy,68.75,161.3,-39.34,98,98,1.22,RU,1676500234
381,saint-francois,46.4154,3.9054,-0.31,86,0,1.03,FR,1676500236
382,acapulco,16.8634,-99.8901,29.9,62,75,2.57,MX,1676500236
383,registro,-24.4875,-47.8436,27.66,72,98,0.24,BR,1676499994
384,kahului,20.8947,-156.47,26.09,64,0,5.14,US,1676500237
385,llangefni,53.2556,-4.3106,9.81,87,100,7.72,GB,1676500238
386,seoul,37.5683,126.9778,2.78,73,75,2.57,KR,1676500091
387,midland,31.9974,-102.0779,22.37,8,0,9.77,US,1676500170
388,pampa,35.5362,-100.9599,10.02,50,40,8.23,US,1676500239
389,moron,-34.6534,-58.6198,31.63,51,26,3.15,AR,1676500240
390,maun,-19.9833,23.4167,21.98,100,100,1.54,BW,1676500241
391,contepec,20.0167,-100.1167,20.62,13,0,5.62,MX,1676500242
392,tuskegee,32.424,-85.6916,22.64,83,100,2.34,US,1676500242
393,batticaloa,7.7102,81.6924,22.83,74,26,1.76,LK,1676500243
394,klaksvik,62.2266,-6.589,4.51,77,100,17.48,FO,1676500243
395,porto santo,33.072,-16.3415,14.21,67,40,8.75,PT,1676500244
396,jacksonville,30.3322,-81.6556,26.14,65,75,7.2,US,1676499970
397,namibe,-15.1961,12.1522,23.02,74,69,2.38,AO,1676500245
398,san ignacio,17.1561,-89.0714,32.08,51,20,3.09,BZ,1676500245
399,wembley,-31.9333,115.8,16.49,90,0,2.57,AU,1676500246
400,muros,42.7762,-9.0603,9.82,85,79,2.6,ES,1676500246
401,coueron,47.2151,-1.7217,9.35,99,75,2.57,FR,1676500247
402,batsfjord,70.6345,29.7185,0.96,86,0,9.77,NO,1676500247
403,yatou,37.15,122.3833,-3.36,64,0,1.02,CN,1676500248
404,kirakira,-10.4544,161.9205,29.48,72,76,1.86,SB,1676500248
405,new philadelphia,40.4898,-81.4457,21.62,28,0,6.17,US,1676500249
406,tlacotalpan,18.6167,-95.6667,28.06,69,10,5.08,MX,1676500249
407,beloha,-25.1667,45.05,23.39,71,6,1.88,MG,1676500250
408,tra vinh,9.9347,106.3453,24.17,70,96,5.04,VN,1676499671
409,palafrugell,41.9174,3.1631,8.57,91,100,0.89,ES,1676500251
410,zlitan,32.4674,14.5687,13.86,60,71,2.95,LY,1676500251
411,green river,41.5286,-109.4662,-8.78,67,100,3.6,US,1676500157
412,maragheh,37.3917,46.2398,-5.43,91,68,1.37,IR,1676500252
413,elizabeth city,36.2946,-76.2511,23.01,52,0,6.17,US,1676500252
414,agadez,19.75,10.25,13.71,21,26,5.42,NE,1676500253
415,mana,5.6592,-53.7767,24.64,92,97,4.89,GF,1676500253
416,corn island,12.1694,-83.0418,26.25,77,3,8.14,NI,1676500254
417,alappuzha,9.49,76.3264,22.15,84,2,2.62,IN,1676500254
418,leh,34.1667,77.5833,-14.32,77,48,1.28,IN,1676500255
419,atar,20.5169,-13.0499,25.38,18,47,4.22,MR,1676500255
420,griffith,41.5284,-87.4237,5.29,74,100,10.29,US,1676500256
421,mehndawal,26.9753,83.1117,12.23,59,0,1.16,IN,1676500256
422,bossangoa,6.4926,17.4552,25.48,19,66,3.55,CF,1676500257
423,eureka,40.8021,-124.1637,12.89,52,20,1.34,US,1676500236
424,grand-lahou,5.1367,-5.0242,26.91,84,45,4.64,CI,1676500258
425,inhambane,-23.865,35.3833,25.76,84,0,4.25,MZ,1676500258
426,fort nelson,58.8053,-122.7002,-12.81,71,100,1.79,CA,1676500259
427,lander,42.833,-108.7307,-6.67,66,0,1.54,US,1676500259
428,aripuana,-9.1667,-60.6333,23.39,98,100,1.34,BR,1676500260
429,araouane,18.9048,-3.5265,23.89,17,93,5.1,ML,1676500260
430,boyolangu,-8.1181,111.8935,23.6,88,96,1.04,ID,1676500261
431,alta floresta,-9.8756,-56.0861,21.26,99,100,0.53,BR,1676500262
432,lamphun,18.25,98.9167,19.3,86,0,0.77,TH,1676500263
433,kristiansund,63.1115,7.732,11.03,66,75,3.6,NO,1676500264
434,kasungu,-13.0333,33.4833,18.66,96,100,1.04,MW,1676500265
435,castanos,26.7833,-101.4167,32.41,10,3,7.9,MX,1676500265
436,mezhdurechensk,53.6942,88.0603,-24.41,99,50,1.33,RU,1676500266
437,luvianos,18.9167,-100.4,27.22,13,8,1.84,MX,1676500267
438,patiya,22.2931,91.9762,12.29,50,0,2.1,BD,1676500267
439,taoudenni,22.6783,-3.9836,23.64,18,100,3.62,ML,1676500268
440,nome,64.5011,-165.4064,-24.91,76,75,2.06,US,1676500269
441,maniitsoq,65.4167,-52.9,-11.26,81,100,8.06,GL,1676500269
442,waddan,29.1614,16.139,9.96,65,44,3.21,LY,1676500270
443,minab,27.1467,57.0801,15.18,72,4,0.0,IR,1676500271
444,rokytne,51.2796,27.214,-0.63,71,22,1.63,UA,1676500272
445,abu samrah,35.3029,37.1841,4.32,56,54,1.28,SY,1676500272
446,phalodi,27.1333,72.3667,20.55,25,8,1.83,IN,1676500273
447,longyearbyen,78.2186,15.6401,-6.09,86,75,5.14,SJ,1676500274
448,huron,41.1501,-82.5499,19.69,58,0,8.23,US,1676500275
449,ahipara,-35.1667,173.1667,19.69,83,12,3.71,NZ,1676500276
450,xianyang,34.3378,108.7026,2.58,100,100,1.0,CN,1676500276
451,basco,20.4487,121.9702,21.39,70,92,14.42,PH,1676500277
452,moindou,-21.6924,165.677,26.18,69,88,3.97,NC,1676500279
453,krasnoye,49.9145,24.6134,-1.55,90,22,2.0,UA,1676500280
454,idanre,7.1127,5.1159,22.79,52,73,0.91,NG,1676500281
455,greeneville,36.1632,-82.831,19.86,70,100,1.54,US,1676500015
456,la reforma,25.0833,-108.05,20.41,50,39,5.4,MX,1676500282
457,severo-kurilsk,50.6789,156.125,-2.72,86,98,14.33,RU,1676500283
458,coquimbo,-29.9533,-71.3436,19.85,72,0,5.66,CL,1676499797
459,college,64.8569,-147.8028,-16.22,77,75,1.54,US,1676500285
460,taoru,28.2167,76.95,14.81,38,0,2.04,IN,1676500287
461,garowe,8.4054,48.4845,18.36,87,3,4.62,SO,1676500288
462,conde,-7.2597,-34.9075,27.7,78,20,4.63,BR,1676500289
463,touros,-5.1989,-35.4608,26.53,79,27,6.1,BR,1676500290
464,honiara,-9.4333,159.95,30.27,68,13,1.2,SB,1676500291
465,otane,-39.8833,176.6333,16.62,91,100,3.87,NZ,1676500291
466,port hardy,50.6996,-127.4199,4.1,87,100,10.8,CA,1676500292
467,soyo,-6.1349,12.3689,26.31,83,81,2.23,AO,1676500293
468,lodja,-3.4833,23.4333,21.22,98,100,0.98,CD,1676500294
469,tongliao,43.6125,122.2653,-9.21,50,91,4.36,CN,1676500294
470,praia,14.9215,-23.5087,20.3,77,20,10.29,CV,1676500296
471,poronaysk,49.2167,143.1167,-20.38,90,19,1.89,RU,1676500297
472,petauke,-14.2426,31.3253,19.2,96,96,1.23,ZM,1676500299
473,itarema,-2.9248,-39.9167,24.69,89,100,3.12,BR,1676500299
474,obzor,42.8167,27.8833,1.82,74,11,2.92,BG,1676500300
475,mount gambier,-37.8333,140.7667,27.43,24,97,3.67,AU,1676500300
476,omis,43.4447,16.6886,7.32,68,0,1.91,HR,1676500301
477,campos,-21.75,-41.3,27.03,74,75,6.17,BR,1676500302
478,yar-sale,66.8333,70.8333,-17.42,94,99,4.44,RU,1676500302
479,asyut,27.181,31.1837,10.1,50,13,4.06,EG,1676500303
480,poplar bluff,36.757,-90.3929,21.88,64,0,3.6,US,1676500304
481,daru,-9.0763,143.2092,24.55,90,100,4.53,PG,1676500304
482,bud,39.447,-86.1758,18.97,54,18,3.13,US,1676500305
483,kibakwe,-6.7167,36.3667,17.74,94,41,1.41,TZ,1676500305
484,talladega,33.4359,-86.1058,21.06,78,100,2.57,US,1676500295
485,goure,13.9835,10.2704,16.77,19,14,6.25,NE,1676500307
486,tual,-5.6667,132.75,27.59,80,100,7.54,ID,1676500307
487,vestmanna,62.1564,-7.1664,3.51,87,100,11.32,FO,1676500308
488,wewak,-3.5534,143.6268,25.59,90,99,3.18,PG,1676500308
489,road town,18.4167,-64.6167,26.05,78,40,3.6,VG,1676500309
490,tendukheda,23.4,79.55,16.7,32,0,1.37,IN,1676500310
491,novyy rogachik,48.6768,44.0608,-13.5,99,78,2.37,RU,1676500310
492,san cristobal,7.7669,-72.225,22.1,84,36,0.13,VE,1676500228
493,savannah bight,16.45,-85.85,26.28,79,0,13.7,HN,1676500311
494,bytow,54.1706,17.4919,0.12,86,91,2.46,PL,1676500311
495,harper,4.375,-7.7169,27.17,83,58,3.63,LR,1676500312
496,taunggyi,20.7833,97.0333,11.05,55,0,1.4,MM,1676500312
497,kilindoni,-7.9139,39.6668,26.88,77,11,4.04,TZ,1676500313
498,gisborne,-38.6533,178.0042,19.77,73,99,4.91,NZ,1676500314
499,gao,16.6362,1.637,19.07,13,73,6.54,ML,1676500314
500,moerai,-22.4333,-151.3333,27.35,69,11,0.64,PF,1676500315
501,tabou,4.423,-7.3528,26.78,85,58,4.11,CI,1676500315
502,xinzhou,38.4092,112.7333,-4.91,91,13,0.28,CN,1676500316
503,xixiang,35.1628,112.865,1.73,64,29,0.8,CN,1676500316
504,lisakovsk,52.5369,62.4936,-9.51,96,100,2.45,KZ,1676500317
505,show low,34.2542,-110.0298,-3.85,66,40,8.23,US,1676500317
506,aswan,24.0934,32.907,11.61,43,0,3.09,EG,1676500318
507,baykit,61.67,96.37,-26.22,100,100,0.67,RU,1676500318
508,zhigansk,66.7697,123.3711,-40.13,100,69,2.64,RU,1676500319
509,mogok,22.9167,96.5,14.05,33,0,1.38,MM,1676500320
510,vila franca do campo,37.7167,-25.4333,12.23,78,48,1.51,PT,1676500321
511,nebbi,2.4783,31.0889,23.76,33,55,2.37,UG,1676500322
512,westport,41.1415,-73.3579,14.77,72,0,2.57,US,1676500322
513,edmonton,53.5501,-113.4687,-3.68,71,100,2.06,CA,1676499617
514,cockburn town,21.4612,-71.1419,24.66,77,8,10.42,TC,1676500323
515,pisco,-13.7,-76.2167,25.03,83,75,4.12,PE,1676500324
516,kempsey,-31.0833,152.8333,22.75,72,39,2.68,AU,1676500325
517,khandyga,62.6667,135.6,-48.48,100,59,0.75,RU,1676500325
518,shelburne,44.0787,-80.2041,7.42,85,92,12.03,CA,1676500327
519,campbellsville,37.3434,-85.3419,20.06,51,98,3.13,US,1676500170
520,sorong,-0.8833,131.25,27.29,78,100,3.68,ID,1676500328
521,asosa,10.0667,34.5333,18.1,31,68,2.92,ET,1676500329
522,bergisch gladbach,50.9833,7.1333,6.88,77,0,1.54,DE,1676500330
523,guano,-1.5833,-78.6333,14.81,81,97,1.19,EC,1676500331
524,sterling,39.0062,-77.4286,20.68,43,100,5.81,US,1676500109
525,bay roberts,47.5999,-53.2648,-2.59,88,8,0.45,CA,1676500269
526,bereda,43.2686,-7.5406,5.81,91,56,0.27,ES,1676500333
527,uvira,-3.4067,29.1458,23.22,73,91,0.69,CD,1676500333
528,bocaiuva,-17.1078,-43.815,26.84,63,64,1.5,BR,1676500334
529,ixtapa,20.7,-105.2,24.57,61,0,5.66,MX,1676500300
530,glace bay,46.1969,-59.957,-0.24,75,75,4.12,CA,1676500235
531,yumen,40.2833,97.2,-3.5,51,35,0.58,CN,1676500336
532,caravelas,-17.7125,-39.2481,25.96,82,100,3.61,BR,1676500337
533,tashla,51.7716,52.7427,-1.1,98,99,4.19,RU,1676500338
534,beisfjord,68.3751,17.5988,5.26,79,100,3.32,NO,1676500339
535,pochutla,15.7432,-96.4661,32.9,53,1,4.65,MX,1676500339
536,teseney,15.11,36.6575,20.03,67,35,4.03,ER,1676500340
537,sakakah,29.9697,40.2064,6.76,50,29,4.04,SA,1676500235
538,grants pass,42.439,-123.3284,9.64,60,0,0.0,US,1676500341
539,sao miguel do araguaia,-13.275,-50.1628,23.32,88,83,2.09,BR,1676500342
540,vanderhoof,54.0166,-124.0198,0.71,76,100,1.46,CA,1676500343
541,nuuk,64.1835,-51.7216,-5.66,68,100,5.66,GL,1676500091
542,waitati,-45.75,170.5667,14.89,74,90,3.58,NZ,1676500344
543,tucuma,-0.1833,-50.05,24.55,94,100,2.74,BR,1676500132
544,sisimiut,66.9395,-53.6735,-12.94,65,100,7.48,GL,1676500346
545,roebourne,-20.7833,117.1333,32.53,30,14,2.08,AU,1676500346
546,camacha,33.0833,-16.3333,12.68,67,40,8.75,PT,1676500347
547,byron bay,-28.65,153.6167,22.75,60,22,3.02,AU,1676500348
548,rockland,41.1668,-74.0496,18.47,53,49,4.87,US,1676500348
549,olafsvik,64.8945,-23.7142,2.89,62,52,8.01,IS,1676500349
550,qidong,31.8128,121.6561,-0.6,73,3,1.3,CN,1676500350
551,lasa,46.6166,10.7002,4.49,40,20,1.02,IT,1676500350
552,comodoro rivadavia,-45.8667,-67.5,14.92,21,40,8.23,AR,1676500351
553,mountain home,43.133,-115.6912,4.71,44,20,8.23,US,1676500352
554,togur,58.3631,82.8265,-21.65,100,97,1.04,RU,1676500352
555,whitehorse,60.7161,-135.0538,-4.39,85,100,5.36,CA,1676500254
556,kashi,39.4547,75.9797,1.56,80,100,1.0,CN,1676500354
557,marawi,7.9986,124.2928,19.71,95,96,0.91,PH,1676500354
558,san jose,37.3394,-121.895,15.74,31,0,6.69,US,1676500046
